,target,text
2593,ham,Tmr timin still da same wat cos i got lesson until 6...
4164,spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply."
3031,ham,Jokin only lar... :-) depends on which phone my father can get lor...
3579,ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
2832,spam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
3472,ham,You getting back any time soon?
137,ham,No no. I will check all rooms befor activities
2180,ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea"
2128,ham,Well I'm going to be an aunty!
3177,ham,K k :-):-) then watch some films.
4637,ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
4860,ham,Nokia phone is lovly..
4261,ham,You'll never believe this but i have actually got off at taunton. Wow
4344,ham,Enjoy urself tmr...
1331,ham,Good Morning plz call me sir
2017,ham,"Better than bb. If he wont use it, his wife will or them doctor"
4542,ham,I've been trying to reach him without success
2482,ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
1358,ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
1329,ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.
5484,ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
2150,ham,"The table's occupied, I'm waiting by the tree"
4530,ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
2122,ham,Do you know when the result.
4673,ham,I'm leaving my house now.
3981,ham,His frens go then he in lor. Not alone wif my mum n sis lor.
1252,ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
3278,ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
3374,ham,:) 
2814,ham,Some are lasting as much as 2 hours. You might get lucky.
4719,ham,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..
1848,ham,I dont want to hear philosophy. Just say what happen
4858,ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
3037,ham,You are not bothering me but you have to trust my answers. Pls.
388,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
235,ham,I have printed it oh. So  &lt;#&gt;  come upstairs
1077,ham,"Yep, by the pretty sculpture"
1984,spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
4363,ham,So what about you. What do you remember
3962,ham,If you ask her or she say any please message.
770,ham,Not getting anywhere with this damn job hunting over here!
2165,ham,I'm not coming home 4 dinner.
4533,ham,I have no money 4 steve mate! !
673,ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace."
249,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
1574,ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
3419,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470"
2081,ham,I'm aight. Wat's happening on your side.
1823,ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
5160,ham,Ok... Then r we meeting later?
4544,ham,Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...
716,spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50
4970,ham,Hey come online! Use msn... We are all there
5203,ham,Me fine..absolutly fine
2048,ham,So dont use hook up any how
4178,ham,Can Ì_ send me a copy of da report?
4809,ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
2724,ham,Nope... C Ì_ then...
5039,spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
1460,ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
1668,ham,"Yes..but they said its IT.,"
2756,ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
2000,ham,But i'll b going 2 sch on mon. My sis need 2 take smth.
4571,ham,Omg how did u know what I ate?
4613,ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
404,ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
384,spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
5008,ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
2152,ham,Hi kindly give us back our documents which we submitted for loan from STAPATI
1633,ham,Yesterday its with me only . Now am going home.
5108,ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
4784,spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
3925,ham,I havent add Ì_ yet right.. 
4158,ham,Now got tv 2 watch meh? U no work today?
223,ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
2193,ham,I called but no one pick up e phone. I ask both of them already they said ok.
3136,ham,You're right I have now that I think about it
4469,ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
1824,ham,Sent me ur email id soon
5123,ham,"Hi Chikku, send some nice msgs"
797,ham,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\"""""
2871,ham,See you there! 
9,spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
1944,ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
1838,spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
4804,ham,Sorry for the delay. Yes masters
255,ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out
4485,ham,have * good weekend.
5024,ham,I was gonna ask you lol but i think its at 7
1581,ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something
2956,ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
924,ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
4939,ham,ÌÏ go home liao? Ask dad to pick me up at 6...
2508,ham,Ok...
3775,ham,Ok lor. Msg me b4 u call.
4835,ham,Yay can't wait to party together!
4136,ham,Just got to  &lt;#&gt;
2779,ham,Well I might not come then...
539,ham,"I am in tirupur da, once you started from office call me."
2745,ham,R Ì_ going 4 today's meeting?
5014,ham,I think the other two still need to get cash but we can def be ready by 9
5148,ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
1145,spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
4468,ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
667,ham,This pay is  &lt;DECIMAL&gt;  lakhs:)
3019,ham,I thank you so much for all you do with selflessness. I love you plenty.
357,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
2831,ham,Its normally hot mail. Com you see!
2783,ham,"Just arrived, see you in a couple days &lt;3"
1353,ham,"Goodnight, sleep well da please take care pa. Please."
470,spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
2703,ham,Yup no more already... Thanx 4 printing n handing it up.
3330,ham,How much it will cost approx . Per month.
3637,spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
1396,ham,Shall i start from hear.
3584,ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
5002,spam,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
3376,ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
1256,ham,"Not yet chikku..going to room nw, i'm in bus.."
3512,ham,Staff of placement training in Amrita college.
1250,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
5354,ham,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.
4298,ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
3284,ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
2933,ham,Yup n her fren lor. I'm meeting my fren at 730.
4175,ham,He's in lag. That's just the sad part but we keep in touch thanks to skype
4910,ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour
1852,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate "
5215,ham,I keep ten rs in my shelf:) buy two egg.
5422,ham,Ok k..sry i knw 2 siva..tats y i askd..
2105,ham,I fetch yun or u fetch?
133,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone
928,ham,Oh all have to come ah?
823,spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
5064,ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
1531,ham,Oh dang! I didn't mean o send that to you! Lol!
1214,ham,I'll text now! All creepy like so he won't think that we forgot
504,spam,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
4285,ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
1996,ham,Lol boo I was hoping for a laugh
3072,ham,Somebody should go to andros and steal ice
1958,ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
1384,ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
894,ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;
4924,ham,Ok... Let u noe when i leave my house.
455,ham,Si si. I think ill go make those oreo truffles.
5166,ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
3709,ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT
5144,ham,I'm in office now da:)where are you?
4849,ham,Maybe you should find something else to do instead???
4748,ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
4268,ham,Beauty sleep can help ur pimples too.
3522,ham,Try neva mate!!
4134,ham,No need to say anything to me. I know i am an outsider
3602,ham,"I'm not sure, I was just checking out what was happening around the area"
713,ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
4186,ham,Dear got bus directly to calicut
2214,ham,Ok then i'll let him noe later n ask him call u tmr...
2923,ham,Thts god's gift for birds as humans hav some natural gift frm god..
1810,ham,"Now, whats your house # again ? And do you have any beer there ?"
3486,ham,Change windows logoff sound..
3141,ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
1827,ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
1155,ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
1324,ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
4312,ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
510,ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
1680,ham,Okay... We wait ah
499,ham,Dear i have reache room
5454,ham,Im just wondering what your doing right now?
1856,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
1388,ham,Oh k.i think most of wi and nz players unsold.
3719,ham,"Yeah why not, is the gang all ready"
2386,ham,No message..no responce..what happend?
3236,ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
1540,ham,K come to nordstrom when you're done
1217,ham,"Damn, can you make it tonight or do you want to just wait til tomorrow"
2681,ham,I'm on da bus going home...
2993,ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
1191,ham,Come to my home for one last time i wont do anything. Trust me.
1542,ham,Now press conference da:)
3301,ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
3324,ham,Nope... Juz off from work...
2539,ham,Hmmm:)how many players selected?
953,ham,Also remember to get dobby's bowl from your car
4846,ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
4330,ham,Nope i'll come online now..
732,ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
1156,ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
5165,ham,ÌÏ still got lessons?  ÌÏ in sch?
3294,ham,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.
2982,ham,What should i eat fo lunch senor
2156,ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
1062,ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
2616,ham,I went to ur hon lab but no one is there.
1167,ham,Lol now I'm after that hot air balloon!
3222,ham,Well that must be a pain to catch
3636,ham,You know what hook up means right?
2938,ham,Are you ok. What happen to behave like this
4491,ham,Probably a couple hours tops
3140,ham,Customer place i will call you
4980,ham,I said its okay. Sorry
143,ham,I know you are. Can you pls open the back?
3577,ham,They said Ì_ dun haf passport or smth like dat.. Or Ì_ juz send to my email account..  
4946,spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!
2782,ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
717,ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
1819,ham,Dunno dat's wat he told me. Ok lor...
2502,ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
4360,ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8"""
4171,ham,"Sorry, I'll call later"
395,ham,From here after The performance award is calculated every two month.not for current one month period..
5386,ham,I'm at work. Please call
4492,ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
1365,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
5079,ham,\Keep ur problems in ur heart
595,ham,I am great! How are you?
3952,spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
4968,ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
2914,ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
2326,ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
3766,ham,"Sir Goodmorning, Once free call me."
3440,spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
3851,ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
4132,spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end
5113,ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
2143,ham,You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! 
1571,ham,Near kalainar tv office.thenampet
4079,ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
1122,ham,Ok.ok ok..then..whats ur todays plan
2786,ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
2967,ham,"Mostly sports type..lyk footbl,crckt.."
2504,ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
3465,ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
675,ham,"I dont knw pa, i just drink milk.."
2808,ham,Oh yeah I forgot. U can only take 2 out shopping at once.
3348,ham,Oh is it! Which brand?
728,ham,Exactly. Anyways how far. Is jide her to study or just visiting
412,ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... "
3146,ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
1516,ham,I need to come home and give you some good lovin...
825,ham,Hmm .. Bits and pieces lol ... *sighs* ...
3267,ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
3974,ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
616,ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
114,ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
417,spam,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
3069,ham,I'm now but have to wait till 2 for the bus to pick me.
1625,ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
5514,ham,Oh... Okie lor...We go on sat... 
4185,ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
2896,ham,ÌÏ collecting ur laptop then going to configure da settings izzit?
5206,ham,I will reach ur home in  &lt;#&gt;  minutes
2082,ham,I'm done oredi...
753,ham,When did you get to the library
2546,ham,Company is very good.environment is terrific and food is really nice:)
3969,ham,"That's the trouble with classes that go well - you're due a dodgey one Û_ Expecting mine tomo! See you for recovery, same time, same place "
3373,ham,Also andros ice etc etc
4107,ham,Pls send me your address sir.
2444,ham,"Yes but i dont care! I need you bad, princess!"
4380,ham,Mathews or tait or edwards or anderson
1066,ham,Once free call me sir. I am waiting for you.
3913,ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
3498,ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
2738,ham,"I sent you the prices and do you mean the  &lt;#&gt; g,"
5052,ham,Lmao you know me so well...
4000,ham,He's just gonna worry for nothing. And he won't give you money its no use.
1568,ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
2427,ham,Do you think i can move  &lt;#&gt;  in a week
3746,ham,ÌÏ neva tell me how i noe... I'm not at home in da aft wat... 
5169,ham,Now i'm going for lunch.
1687,spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
851,ham,"I am real, baby! I want to bring out your inner tigress..."
3546,spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
895,ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)"""
4592,ham,It's ok i wun b angry. Msg u aft i come home tonight.
335,ham,"Ta-Daaaaa! I am home babe, are you still up ?"
2839,ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
3087,ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
4611,ham,Sorry da. I gone mad so many pending works what to do.
1348,ham,"Nothing much, chillin at home. Any super bowl plan?"
1015,ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
2816,spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
1631,ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
2489,ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
3730,ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
3251,ham,Come to medical college at 7pm ......forward it da
5163,ham,Ok leave no need to ask
2070,spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
4452,ham,Or I guess  &lt;#&gt;  min
5438,ham,"\What are youdoing later? Sar xxx\"""""
1635,ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
4646,ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
2479,spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
2265,ham,I cant pick the phone right now. Pls send a message
2959,ham,Sir send to group mail check it.
5272,ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!"
3059,ham,K..k...from tomorrow onwards started ah?
5053,spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
2141,ham,Alright took the morphine. Back in yo.
5104,ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
3118,ham,Stop knowing me so well!
5265,ham,Gud ni8.swt drms.take care
4045,spam,Win a å£1000 cash prize or a prize worth å£5000
3356,ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
2744,ham,"Tick, tick, tick ... Babe"
5092,ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
3506,ham,Two fundamentals of cool life: \Walk
1679,ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."""
4249,ham,How much for an eighth?
3147,ham,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\"""""
2294,spam,You have 1 new message. Please call 08718738034.
580,ham,Huh so early.. Then Ì_ having dinner outside izzit?
1470,ham,Take some small dose tablet for fever
4799,ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
4070,ham,I've reached home n i bathe liao... U can call me now...
3343,ham,Oh great. I.ll disturb him more so that we can talk.
4992,ham,\HEY KATE
4583,ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
3672,ham,Moji just informed me that you saved our lives. Thanks.
559,ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. "
2849,ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
512,ham,Lol ok your forgiven :)
4729,ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .
1081,ham,Can u get pic msgs to your phone?
1664,ham,ÌÏ v ma fan...
1012,ham,I dunno they close oredi not... ÌÏ v ma fan...
1931,ham,What pa tell me.. I went to bath:-)
1150,ham,(That said can you text him one more time?)
2838,ham,"Easy mate, * guess the quick drink was bit ambitious."
116,spam,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
740,ham,Yes i will be there. Glad you made it.
5405,ham,So how many days since then?
3675,ham,Hey r Ì_ still online? I've finished the formatting...
830,spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
119,spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
4752,spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
5324,ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
5280,ham,"Vikky, come around  &lt;TIME&gt; .."
635,ham,Me n him so funny...
4465,ham,Hey u still at the gym?
4364,ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
4142,spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)"
991,ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
876,ham,Are you in castor? You need to see something
4869,ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
4,ham,"Nah I don't think he goes to usf, he lives around here though"
3051,ham,Please leave this topic..sorry for telling that..
